t	x0	y0	z0
9.206137424949966119e-01	4.940675342169879858e-02	-1.165363445334074849e-01	9.919567798644850498e-01
9.306204136090726609e-01	4.598426285194098795e-02	-1.181300589552888025e-01	9.919328287445594583e-01
9.406270847231487098e-01	4.251076797951670871e-02	-1.196233808315110558e-01	9.919088069798711604e-01
9.506337558372247587e-01	3.898921032991094215e-02	-1.210146887149406436e-01	9.918847143660779464e-01
9.606404269513009186e-01	3.542258268219505152e-02	-1.223024472553373432e-01	9.918605506982716147e-01
9.706470980653769676e-01	3.181392655149326704e-02	-1.234852088115651753e-01	9.918363157709747524e-01
9.806537691794530165e-01	2.816632962094948317e-02	-1.245616149902568498e-01	9.918120093781396251e-01
9.906604402935290654e-01	2.448292312534102247e-02	-1.255303981093560117e-01	9.917876313131483990e-01
1.000667111407605114e+00	2.076687918853492923e-02	-1.263903825850228035e-01	9.917631813688085884e-01
1.010673782521681163e+00	1.702140811702998816e-02	-1.271404862404550140e-01	9.917386593373549442e-01
1.020680453635757212e+00	1.324975565187243819e-02	-1.277797215352393934e-01	9.917140650104456778e-01
1.030687124749833261e+00	9.455200181277318219e-03	-1.283071967139174374e-01	9.916893981791617962e-01
1.040693795863909310e+00	5.641049916328469242e-03	-1.287221168725171672e-01	9.916646586340061020e-01
1.050700466977985359e+00	1.810640032169792734e-03	-1.290237849418716387e-01	9.916398461649006402e-01
1.060707138092061408e+00	-2.032670222862153087e-03	-1.292116025866171802e-01	9.916149605611863649e-01
1.070713809206137457e+00	-5.885500447678923552e-03	-1.292850710188349905e-01	9.915900016116212523e-01
1.080720480320213506e+00	-9.744452035935732490e-03	-1.292437917253739521e-01	9.915649691043787461e-01
1.090727151434289555e+00	-1.360611114803217912e-02	-1.290874671079662306e-01	9.915398628270459813e-01
1.100733822548365604e+00	-1.746705170503965940e-02	-1.288159010353230882e-01	9.915146825666232289e-01
1.110740493662441652e+00	-2.132383840195035268e-02	-1.284289993064735569e-01	9.914894281095212314e-01
1.120747164776517701e+00	-2.517302973761824034e-02	-1.279267700246868866e-01	9.914640992415610921e-01
1.130753835890593750e+00	-2.901118105874056496e-02	-1.273093238813962913e-01	9.914386957479716100e-01
1.140760507004669799e+00	-3.283484761520819722e-02	-1.265768743496213933e-01	9.914132174133882813e-01
1.150767178118745848e+00	-3.664058762413609227e-02	-1.257297377864647625e-01	9.913876640218521885e-01
1.160773849232821897e+00	-4.042496533986964652e-02	-1.247683334443387970e-01	9.913620353568077803e-01
1.170780520346897946e+00	-4.418455412725020431e-02	-1.236931833906589340e-01	9.913363312011019834e-01
1.180787191460973995e+00	-4.791593953541247591e-02	-1.225049123358203512e-01	9.913105513369823152e-01
1.190793862575050044e+00	-5.161572236937866931e-02	-1.212042473693562966e-01	9.912846955460955511e-01
1.200800533689126093e+00	-5.528052175670865320e-02	-1.197920176042579637e-01	9.912587636094862820e-01
1.210807204803202142e+00	-5.890697820646217248e-02	-1.182691537295171430e-01	9.912327553075953590e-01
1.220813875917278191e+00	-6.249175665772866567e-02	-1.166366874710355328e-01	9.912066704202587841e-01
1.230820547031354240e+00	-6.603154951498177438e-02	-1.148957509611255867e-01	9.911805087267050451e-01
1.240827218145430288e+00	-6.952307966752012403e-02	-1.130475760169111082e-01	9.911542700055547828e-01
1.250833889259506337e+00	-7.296310349026216557e-02	-1.110934933280166154e-01	9.911279540348195694e-01
1.260840560373582386e+00	-7.634841382317240910e-02	-1.090349315540166952e-01	9.911015605918983562e-01
1.270847231487658435e+00	-7.967584292660788436e-02	-1.068734163321991976e-01	9.910750894535786948e-01
1.280853902601734484e+00	-8.294226540988713925e-02	-1.046105691962756629e-01	9.910485403960327400e-01
1.290860573715810533e+00	-8.614460113040157963e-02	-1.022481064067553708e-01	9.910219131948176940e-01
1.300867244829886582e+00	-8.927981806060671099e-02	-9.978783769377862212e-02	9.909952076248730313e-01
1.310873915943962631e+00	-9.234493512025278295e-02	-9.723166491328559535e-02	9.909684234605192765e-01
1.320880587058038680e+00	-9.533702497123822117e-02	-9.458158061747699852e-02	9.909415604754566731e-01
1.330887258172114729e+00	-9.825321677249473917e-02	-9.183966654060080059e-02	9.909146184427639614e-01
1.340893929286190778e+00	-1.010906988923419014e-01	-8.900809200117840159e-02	9.908875971348958256e-01
1.350900600400266827e+00	-1.038467215757799544e-01	-8.608911222186081680e-02	9.908604963236825602e-01
1.360907271514342876e+00	-1.065185995642223826e-01	-8.308506656818166747e-02	9.908333157803271840e-01
1.370913942628418924e+00	-1.091037146652058254e-01	-7.999837670755016727e-02	9.908060552754057726e-01
1.380920613742494973e+00	-1.115995182696520177e-01	-7.683154468990112396e-02	9.907787145788636840e-01
1.390927284856571022e+00	-1.140035338142974808e-01	-7.358715095149365171e-02	9.907512934600158916e-01
1.400933955970647071e+00	-1.163133591869478095e-01	-7.026785224342159408e-02	9.907237916875443196e-01
1.410940627084723120e+00	-1.185266690722591443e-01	-6.687637948647115471e-02	9.906962090294969547e-01
1.420947298198799169e+00	-1.206412172357948648e-01	-6.341553555403020570e-02	9.906685452532856262e-01
1.430953969312875218e+00	-1.226548387441555726e-01	-5.988819298482338932e-02	9.906408001256852280e-01
1.440960640426951267e+00	-1.245654521190301123e-01	-5.629729162731365172e-02	9.906129734128313880e-01
1.450967311541027316e+00	-1.263710614230693918e-01	-5.264583621767730814e-02	9.905850648802192460e-01
1.460973982655103365e+00	-1.280697582755390973e-01	-4.893689389332372269e-02	9.905570742927024552e-01
1.470980653769179414e+00	-1.296597237957642645e-01	-4.517359164399348259e-02	9.905290014144906285e-01
1.480987324883255463e+00	-1.311392304724381674e-01	-4.135911370253029379e-02	9.905008460091481171e-01
1.490993995997331512e+00	-1.325066439569281829e-01	-3.749669887748091623e-02	9.904726078395926780e-01
1.501000667111407560e+00	-1.337604247787737288e-01	-3.358963782973532070e-02	9.904442866680938096e-01
1.511007338225483609e+00	-1.348991299816363343e-01	-2.964127029547498904e-02	9.904158822562711961e-01
1.521014009339559658e+00	-1.359214146780271804e-01	-2.565498225775127844e-02	9.903873943650930434e-01
1.531020680453635707e+00	-1.368260335212060919e-01	-2.163420306906782900e-02	9.903588227548740797e-01
1.541027351567711756e+00	-1.376118420927144037e-01	-1.758240252739102713e-02	9.903301671852750010e-01
1.551034022681787805e+00	-1.382777982040754028e-01	-1.350308790806059242e-02	9.903014274152999175e-01
1.561040693795863854e+00	-1.388229631112688489e-01	-9.399800954118308488e-03	9.902726032032949099e-01
1.571047364909939903e+00	-1.392465026406591866e-01	-5.276114827616861479e-03	9.902436943069471420e-01
1.581054036024015952e+00	-1.395476882251326656e-01	-1.135631024512262456e-03	9.902147004832826394e-01
1.591060707138092001e+00	-1.397258978492749715e-01	3.018023744216993907e-03	9.901856214886648466e-01
1.601067378252168050e+00	-1.397806169024990441e-01	7.181200702543772720e-03	9.901564570787924069e-01
1.611074049366244099e+00	-1.397114389391114209e-01	1.135023218774391419e-02	9.901272070086991617e-01
1.621080720480320148e+00	-1.395180663443850166e-01	1.552143485437773758e-02	9.900978710327505983e-01
1.631087391594396196e+00	-1.392003109057887156e-01	1.969111290112330118e-02	9.900684489046437387e-01
1.641094062708472245e+00	-1.387580942886048330e-01	2.385556131765546178e-02	9.900389403774048080e-01
1.651100733822548294e+00	-1.381914484152488853e-01	2.801106914873920800e-02	9.900093452033875696e-01
1.661107404936624343e+00	-1.375005157476908435e-01	3.215392277268294685e-02	9.899796631342724362e-01
1.671114076050700392e+00	-1.366855494724598385e-01	3.628040919127666075e-02	9.899498939210636950e-01
1.681120747164776441e+00	-1.357469135878013877e-01	4.038681932832209609e-02	9.899200373140890630e-01
1.691127418278852490e+00	-1.346850828926407784e-01	4.446945133384645060e-02	9.898900930629973560e-01
1.701134089392928539e+00	-1.335006428770931508e-01	4.852461389107820544e-02	9.898600609167563791e-01
1.711140760507004588e+00	-1.321942895143481123e-01	5.254862952325350944e-02	9.898299406236531484e-01
1.721147431621080637e+00	-1.307668289538427009e-01	5.653783789731326587e-02	9.897997319312901165e-01
1.731154102735156686e+00	-1.292191771157257807e-01	6.048859912154656154e-02	9.897694345865846177e-01
1.741160773849232735e+00	-1.275523591867034068e-01	6.439729703423295593e-02	9.897390483357677571e-01
1.751167444963308784e+00	-1.257675090174429355e-01	6.826034248033630014e-02	9.897085729243809693e-01
