t	Mz
2.565026010404161738e+01	9.999798530379219841e+00
2.566026410564225912e+01	9.999799132467595442e+00
2.567026810724289732e+01	9.999799732757063353e+00
2.568027210884353906e+01	9.999800331252991725e+00
2.569027611044417725e+01	9.999800927960739827e+00
2.570028011204481899e+01	9.999801522885647387e+00
2.571028411364546074e+01	9.999802116033036370e+00
2.572028811524609893e+01	9.999802707408218083e+00
2.573029211684674067e+01	9.999803297016484294e+00
2.574029611844737886e+01	9.999803884863110781e+00
2.575030012004802060e+01	9.999804470953359115e+00
2.576030412164865879e+01	9.999805055292474876e+00
2.577030812324930054e+01	9.999805637885687659e+00
2.578031212484994228e+01	9.999806218738212849e+00
2.579031612645058047e+01	9.999806797855246288e+00
2.580032012805122221e+01	9.999807375241973162e+00
2.581032412965186040e+01	9.999807950903559117e+00
2.582032813125250215e+01	9.999808524845159141e+00
2.583033213285314389e+01	9.999809097071906905e+00
2.584033613445378208e+01	9.999809667588925421e+00
2.585034013605442382e+01	9.999810236401321717e+00
2.586034413765506201e+01	9.999810803514185054e+00
2.587034813925570376e+01	9.999811368932590483e+00
2.588035214085634195e+01	9.999811932661600622e+00
2.589035614245698369e+01	9.999812494706262100e+00
2.590036014405762543e+01	9.999813055071602008e+00
2.591036414565826362e+01	9.999813613762636777e+00
2.592036814725890537e+01	9.999814170784366851e+00
2.593037214885954356e+01	9.999814726141778465e+00
2.594037615046018530e+01	9.999815279839843640e+00
2.595038015206082704e+01	9.999815831883514861e+00
2.596038415366146523e+01	9.999816382277735727e+00
2.597038815526210698e+01	9.999816931027430300e+00
2.598039215686274517e+01	9.999817478137511984e+00
2.599039615846338691e+01	9.999818023612878193e+00
2.600040016006402510e+01	9.999818567458408580e+00
2.601040416166466684e+01	9.999819109678973916e+00
2.602040816326530859e+01	9.999819650279425431e+00
2.603041216486594678e+01	9.999820189264603698e+00
2.604041616646658852e+01	9.999820726639329749e+00
2.605042016806722671e+01	9.999821262408417510e+00
2.606042416966786845e+01	9.999821796576657817e+00
2.607042817126851020e+01	9.999822329148837952e+00
2.608043217286914839e+01	9.999822860129720326e+00
2.609043617446979013e+01	9.999823389524058470e+00
2.610044017607042832e+01	9.999823917336591705e+00
2.611044417767107007e+01	9.999824443572045141e+00
2.612044817927170826e+01	9.999824968235126121e+00
2.613045218087235000e+01	9.999825491330533112e+00
2.614045618247299174e+01	9.999826012862950364e+00
2.615046018407362993e+01	9.999826532837042592e+00
2.616046418567427168e+01	9.999827051257465627e+00
2.617046818727490987e+01	9.999827568128859312e+00
2.618047218887555161e+01	9.999828083455851058e+00
2.619047619047618980e+01	9.999828597243052286e+00
2.620048019207683154e+01	9.999829109495065538e+00
2.621048419367747329e+01	9.999829620216472037e+00
2.622048819527811148e+01	9.999830129411844126e+00
2.623049219687875322e+01	9.999830637085743490e+00
2.624049619847939141e+01	9.999831143242708720e+00
2.625050020008003315e+01	9.999831647887274855e+00
2.626050420168067490e+01	9.999832151023959170e+00
2.627050820328131309e+01	9.999832652657261178e+00
2.628051220488195483e+01	9.999833152791676838e+00
2.629051620648259302e+01	9.999833651431679016e+00
2.630052020808323476e+01	9.999834148581733473e+00
2.631052420968387295e+01	9.999834644246291759e+00
2.632052821128451470e+01	9.999835138429785886e+00
2.633053221288515644e+01	9.999835631136644309e+00
2.634053621448579463e+01	9.999836122371275948e+00
2.635054021608643637e+01	9.999836612138077285e+00
2.636054421768707456e+01	9.999837100441434146e+00
2.637054821928771631e+01	9.999837587285718143e+00
2.638055222088835805e+01	9.999838072675284906e+00
2.639055622248899624e+01	9.999838556614481178e+00
2.640056022408963798e+01	9.999839039107639493e+00
2.641056422569027617e+01	9.999839520159078177e+00
2.642056822729091792e+01	9.999839999773104893e+00
2.643057222889155611e+01	9.999840477954009543e+00
2.644057623049219785e+01	9.999840954706076701e+00
2.645058023209283959e+01	9.999841430033573175e+00
2.646058423369347778e+01	9.999841903940755117e+00
2.647058823529411953e+01	9.999842376431862689e+00
2.648059223689475772e+01	9.999842847511127175e+00
2.649059623849539946e+01	9.999843317182763869e+00
2.650060024009604120e+01	9.999843785450980960e+00
2.651060424169667940e+01	9.999844252319967097e+00
2.652060824329732114e+01	9.999844717793902049e+00
2.653061224489795933e+01	9.999845181876954925e+00
2.654061624649860107e+01	9.999845644573278847e+00
2.655062024809923926e+01	9.999846105887016279e+00
2.656062424969988101e+01	9.999846565822297251e+00
2.657062825130052275e+01	9.999847024383239358e+00
2.658063225290116094e+01	9.999847481573947761e+00
2.659063625450180268e+01	9.999847937398513409e+00
2.660064025610244087e+01	9.999848391861021923e+00
2.661064425770308262e+01	9.999848844965537609e+00
2.662064825930372081e+01	9.999849296716117664e+00
2.663065226090436255e+01	9.999849747116806853e+00
2.664065626250500429e+01	9.999850196171637506e+00
2.665066026410564248e+01	9.999850643884631296e+00
2.666066426570628423e+01	9.999851090259792130e+00
2.667066826730692242e+01	9.999851535301120364e+00
2.668067226890756416e+01	9.999851979012598591e+00
2.669067627050820590e+01	9.999852421398200519e+00
2.670068027210884409e+01	9.999852862461885650e+00
2.671068427370948584e+01	9.999853302207601047e+00
2.672068827531012403e+01	9.999853740639288446e+00
2.673069227691076577e+01	9.999854177760868268e+00
2.674069627851140396e+01	9.999854613576255602e+00
2.675070028011204570e+01	9.999855048089353105e+00
2.676070428171268745e+01	9.999855481304049221e+00
2.677070828331332564e+01	9.999855913224225290e+00
2.678071228491396738e+01	9.999856343853744889e+00
2.679071628651460557e+01	9.999856773196466264e+00
2.680072028811524731e+01	9.999857201256229899e+00
2.681072428971588906e+01	9.999857628036872725e+00
2.682072829131652725e+01	9.999858053542212133e+00
2.683073229291716899e+01	9.999858477776060184e+00
2.684073629451780718e+01	9.999858900742212953e+00
2.685074029611844892e+01	9.999859322444459409e+00
2.686074429771908711e+01	9.999859742886572533e+00
2.687074829931972886e+01	9.999860162072319980e+00
2.688075230092037060e+01	9.999860580005449862e+00
2.689075630252100879e+01	9.999860996689708514e+00
2.690076030412165053e+01	9.999861412128826288e+00
2.691076430572228873e+01	9.999861826326521097e+00
2.692076830732293047e+01	9.999862239286501975e+00
2.693077230892357221e+01	9.999862651012465520e+00
2.694077631052421040e+01	9.999863061508099449e+00
2.695078031212485214e+01	9.999863470777079044e+00
2.696078431372549034e+01	9.999863878823067154e+00
2.697078831532613208e+01	9.999864285649717743e+00
2.698079231692677027e+01	9.999864691260674121e+00
2.699079631852741201e+01	9.999865095659567160e+00
2.700080032012805376e+01	9.999865498850018852e+00
2.701080432172869195e+01	9.999865900835636978e+00
2.702080832332933369e+01	9.999866301620023989e+00
2.703081232492997188e+01	9.999866701206766351e+00
2.704081632653061362e+01	9.999867099599439868e+00
2.705082032813125181e+01	9.999867496801615019e+00
2.706082432973189356e+01	9.999867892816846293e+00
2.707082833133253530e+01	9.999868287648681076e+00
2.708083233293317349e+01	9.999868681300652540e+00
2.709083633453381523e+01	9.999869073776286754e+00
2.710084033613445342e+01	9.999869465079097353e+00
2.711084433773509517e+01	9.999869855212587311e+00
2.712084833933573691e+01	9.999870244180252499e+00
2.713085234093637510e+01	9.999870631985572800e+00
2.714085634253701684e+01	9.999871018632020991e+00
2.715086034413765503e+01	9.999871404123060969e+00
2.716086434573829678e+01	9.999871788462140643e+00
2.717086834733893497e+01	9.999872171652706143e+00
2.718087234893957671e+01	9.999872553698185840e+00
2.719087635054021845e+01	9.999872934602000996e+00
2.720088035214085664e+01	9.999873314367562216e+00
2.721088435374149839e+01	9.999873692998267671e+00
2.722088835534213658e+01	9.999874070497511980e+00
2.723089235694277832e+01	9.999874446868673772e+00
2.724089635854342006e+01	9.999874822115121020e+00
2.725090036014405825e+01	9.999875196240214592e+00
2.726090436174470000e+01	9.999875569247306473e+00
2.727090836334533819e+01	9.999875941139736213e+00
2.728091236494597993e+01	9.999876311920830929e+00
2.729091636654661812e+01	9.999876681593914185e+00
2.730092036814725986e+01	9.999877050162293557e+00
2.731092436974790161e+01	9.999877417629269516e+00
2.732092837134853980e+01	9.999877783998133651e+00
2.733093237294918154e+01	9.999878149272166894e+00
2.734093637454981973e+01	9.999878513454639517e+00
2.735094037615046147e+01	9.999878876548812912e+00
2.736094437775110322e+01	9.999879238557936034e+00
2.737094837935174141e+01	9.999879599485252513e+00
2.738095238095238315e+01	9.999879959333995316e+00
2.739095638255302134e+01	9.999880318107383204e+00
2.740096038415366309e+01	9.999880675808633157e+00
2.741096438575430128e+01	9.999881032440944395e+00
2.742096838735494302e+01	9.999881388007512584e+00
2.743097238895558476e+01	9.999881742511522731e+00
2.744097639055622295e+01	9.999882095956145633e+00
2.745098039215686470e+01	9.999882448344546759e+00
2.746098439375750289e+01	9.999882799679886247e+00
2.747098839535814463e+01	9.999883149965306472e+00
2.748099239695878282e+01	9.999883499203942705e+00
2.749099639855942456e+01	9.999883847398924885e+00
2.750100040016006631e+01	9.999884194553370520e+00
2.751100440176070450e+01	9.999884540670390010e+00
2.752100840336134624e+01	9.999884885753077768e+00
2.753101240496198443e+01	9.999885229804528208e+00
2.754101640656262617e+01	9.999885572827821534e+00
2.755102040816326792e+01	9.999885914826029065e+00
2.756102440976390611e+01	9.999886255802213242e+00
2.757102841136454785e+01	9.999886595759425845e+00
2.758103241296518604e+01	9.999886934700713326e+00
2.759103641456582778e+01	9.999887272629111479e+00
2.760104041616646597e+01	9.999887609547643663e+00
2.761104441776710772e+01	9.999887945459329686e+00
2.762104841936774946e+01	9.999888280367176918e+00
2.763105242096838765e+01	9.999888614274182075e+00
2.764105642256902939e+01	9.999888947183338317e+00
2.765106042416966758e+01	9.999889279097626371e+00
2.766106442577030933e+01	9.999889610020016306e+00
2.767106842737095107e+01	9.999889939953474638e+00
2.768107242897158926e+01	9.999890268900953672e+00
2.769107643057223100e+01	9.999890596865400383e+00
2.770108043217286919e+01	9.999890923849751090e+00
2.771108443377351094e+01	9.999891249856935005e+00
2.772108843537414913e+01	9.999891574889868906e+00
2.773109243697479087e+01	9.999891898951467795e+00
2.774109643857543261e+01	9.999892222044628909e+00
2.775110044017607080e+01	9.999892544172251263e+00
2.776110444177671255e+01	9.999892865337214332e+00
2.777110844337735074e+01	9.999893185542395813e+00
2.778111244497799248e+01	9.999893504790664522e+00
2.779111644657863422e+01	9.999893823084878619e+00
2.780112044817927242e+01	9.999894140427887379e+00
2.781112444977991416e+01	9.999894456822534750e+00
2.782112845138055235e+01	9.999894772271654020e+00
2.783113245298119409e+01	9.999895086778067821e+00
2.784113645458183228e+01	9.999895400344595231e+00
2.785114045618247403e+01	9.999895712974044670e+00
2.786114445778311577e+01	9.999896024669212125e+00
2.787114845938375396e+01	9.999896335432893579e+00
2.788115246098439570e+01	9.999896645267869033e+00
2.789115646258503389e+01	9.999896954176914932e+00
2.790116046418567564e+01	9.999897262162795286e+00
2.791116446578631738e+01	9.999897569228270555e+00
2.792116846738695557e+01	9.999897875376090539e+00
2.793117246898759731e+01	9.999898180608997933e+00
2.794117647058823550e+01	9.999898484929722997e+00
2.795118047218887725e+01	9.999898788340992439e+00
2.796118447378951544e+01	9.999899090845524086e+00
2.797118847539015718e+01	9.999899392446028656e+00
2.798119247699079892e+01	9.999899693145204438e+00
2.799119647859143711e+01	9.999899992945746163e+00
2.800120048019207886e+01	9.999900291850337908e+00
2.801120448179271705e+01	9.999900589861656641e+00
2.802120848339335879e+01	9.999900886982370452e+00
2.803121248499399698e+01	9.999901183215143874e+00
2.804121648659463872e+01	9.999901478562623680e+00
2.805122048819528047e+01	9.999901773027460194e+00
2.806122448979591866e+01	9.999902066612289531e+00
2.807122849139656040e+01	9.999902359319740697e+00
2.808123249299719859e+01	9.999902651152433819e+00
2.809123649459784033e+01	9.999902942112983695e+00
2.810124049619848208e+01	9.999903232203996239e+00
2.811124449779912027e+01	9.999903521428070263e+00
2.812124849939976201e+01	9.999903809787793918e+00
2.813125250100040020e+01	9.999904097285750026e+00
2.814125650260104194e+01	9.999904383924516083e+00
2.815126050420168013e+01	9.999904669706655369e+00
2.816126450580232188e+01	9.999904954634731169e+00
2.817126850740296362e+01	9.999905238711292554e+00
2.818127250900360181e+01	9.999905521938885045e+00
2.819127651060424355e+01	9.999905804320045277e+00
2.820128051220488175e+01	9.999906085857301008e+00
2.821128451380552349e+01	9.999906366553174664e+00
2.822128851540616523e+01	9.999906646410179789e+00
2.823129251700680342e+01	9.999906925430824600e+00
2.824129651860744517e+01	9.999907203617604878e+00
2.825130052020808336e+01	9.999907480973014628e+00
2.826130452180872510e+01	9.999907757499537198e+00
2.827130852340936329e+01	9.999908033199648827e+00
2.828131252501000503e+01	9.999908308075820429e+00
2.829131652661064678e+01	9.999908582130510482e+00
2.830132052821128497e+01	9.999908855366175686e+00
2.831132452981192671e+01	9.999909127785263863e+00
2.832132853141256490e+01	9.999909399390213949e+00
2.833133253301320664e+01	9.999909670183457777e+00
2.834133653461384839e+01	9.999909940167421851e+00
2.835134053621448658e+01	9.999910209344523793e+00
2.836134453781512832e+01	9.999910477717175894e+00
2.837134853941576651e+01	9.999910745287778013e+00
2.838135254101640825e+01	9.999911012058731785e+00
2.839135654261704644e+01	9.999911278032421080e+00
2.840136054421768819e+01	9.999911543211233322e+00
2.841136454581832993e+01	9.999911807597538171e+00
2.842136854741896812e+01	9.999912071193708840e+00
2.843137254901960986e+01	9.999912334002102554e+00
2.844137655062024805e+01	9.999912596025074762e+00
2.845138055222088980e+01	9.999912857264972033e+00
2.846138455382152799e+01	9.999913117724133826e+00
2.847138855542216973e+01	9.999913377404894277e+00
2.848139255702281147e+01	9.999913636309576859e+00
2.849139655862344966e+01	9.999913894440501494e+00
2.850140056022409141e+01	9.999914151799980999e+00
2.851140456182472960e+01	9.999914408390319309e+00
2.852140856342537134e+01	9.999914664213815030e+00
2.853141256502601308e+01	9.999914919272761438e+00
2.854141656662665127e+01	9.999915173569439375e+00
2.855142056822729302e+01	9.999915427106129684e+00
2.856142456982793121e+01	9.999915679885100772e+00
2.857142857142857295e+01	9.999915931908617495e+00
2.858143257302921114e+01	9.999916183178939377e+00
2.859143657462985288e+01	9.999916433698313512e+00
2.860144057623049463e+01	9.999916683468985212e+00
2.861144457783113282e+01	9.999916932493192689e+00
2.862144857943177456e+01	9.999917180773163494e+00
2.863145258103241275e+01	9.999917428311125178e+00
2.864145658263305450e+01	9.999917675109291082e+00
2.865146058423369624e+01	9.999917921169874546e+00
2.866146458583433443e+01	9.999918166495080030e+00
2.867146858743497617e+01	9.999918411087101333e+00
2.868147258903561436e+01	9.999918654948132257e+00
2.869147659063625611e+01	9.999918898080355945e+00
2.870148059223689430e+01	9.999919140485950209e+00
2.871148459383753604e+01	9.999919382167087534e+00
2.872148859543817778e+01	9.999919623125931523e+00
2.873149259703881597e+01	9.999919863364638672e+00
2.874149659863945772e+01	9.999920102885363704e+00
2.875150060024009591e+01	9.999920341690250680e+00
2.876150460184073765e+01	9.999920579781438335e+00
2.877150860344137939e+01	9.999920817161060071e+00
2.878151260504201758e+01	9.999921053831240414e+00
2.879151660664265933e+01	9.999921289794102108e+00
2.880152060824329752e+01	9.999921525051755467e+00
2.881152460984393926e+01	9.999921759606310800e+00
2.882152861144457745e+01	9.999921993459867764e+00
2.883153261304521919e+01	9.999922226614518905e+00
2.884153661464586094e+01	9.999922459072354997e+00
2.885154061624649913e+01	9.999922690835457928e+00
2.886154461784714087e+01	9.999922921905904261e+00
2.887154861944777906e+01	9.999923152285761674e+00
2.888155262104842080e+01	9.999923381977096071e+00
2.889155662264905899e+01	9.999923610981962696e+00
2.890156062424970074e+01	9.999923839302413242e+00
2.891156462585034248e+01	9.999924066940494072e+00
2.892156862745098067e+01	9.999924293898242667e+00
2.893157262905162241e+01	9.999924520177694731e+00
2.894157663065226060e+01	9.999924745780873536e+00
2.895158063225290235e+01	9.999924970709802352e+00
2.896158463385354409e+01	9.999925194966493791e+00
2.897158863545418228e+01	9.999925418552958689e+00
2.898159263705482402e+01	9.999925641471199000e+00
2.899159663865546221e+01	9.999925863723211350e+00
2.900160064025610396e+01	9.999926085310985258e+00
2.901160464185674215e+01	9.999926306236508466e+00
2.902160864345738389e+01	9.999926526501758062e+00
2.903161264505802563e+01	9.999926746108705800e+00
2.904161664665866383e+01	9.999926965059323436e+00
2.905162064825930557e+01	9.999927183355566740e+00
2.906162464985994376e+01	9.999927400999393257e+00
2.907162865146058550e+01	9.999927617992753426e+00
2.908163265306122724e+01	9.999927834337590582e+00
2.909163665466186544e+01	9.999928050035840954e+00
2.910164065626250718e+01	9.999928265089437218e+00
2.911164465786314537e+01	9.999928479500308498e+00
2.912164865946378711e+01	9.999928693270373259e+00
2.913165266106442530e+01	9.999928906401544637e+00
2.914165666266506705e+01	9.999929118895735769e+00
2.915166066426570879e+01	9.999929330754845580e+00
2.916166466586634698e+01	9.999929541980774772e+00
2.917166866746698872e+01	9.999929752575415165e+00
2.918167266906762691e+01	9.999929962540651474e+00
2.919167667066826866e+01	9.999930171878368412e+00
2.920168067226891040e+01	9.999930380590436485e+00
2.921168467386954859e+01	9.999930588678726195e+00
2.922168867547019033e+01	9.999930796145104495e+00
2.923169267707082852e+01	9.999931002991427675e+00
2.924169667867147027e+01	9.999931209219548478e+00
2.925170068027210846e+01	9.999931414831314314e+00
2.926170468187275020e+01	9.999931619828569040e+00
2.927170868347339194e+01	9.999931824213144083e+00
2.928171268507403013e+01	9.999932027986874417e+00
2.929171668667467188e+01	9.999932231151586137e+00
2.930172068827531007e+01	9.999932433709094681e+00
2.931172468987595181e+01	9.999932635661217262e+00
2.932172869147659355e+01	9.999932837009765763e+00
2.933173269307723174e+01	9.999933037756537857e+00
2.934173669467787349e+01	9.999933237903334771e+00
2.935174069627851168e+01	9.999933437451950624e+00
2.936174469787915342e+01	9.999933636404172432e+00
2.937174869947979161e+01	9.999933834761780105e+00
2.938175270108043335e+01	9.999934032526553551e+00
2.939175670268107510e+01	9.999934229700260246e+00
2.940176070428171329e+01	9.999934426284671218e+00
2.941176470588235503e+01	9.999934622281545060e+00
2.942176870748299322e+01	9.999934817692636813e+00
2.943177270908363496e+01	9.999935012519697963e+00
2.944177671068427316e+01	9.999935206764472895e+00
2.945178071228491490e+01	9.999935400428704213e+00
2.946178471388555664e+01	9.999935593514123866e+00
2.947178871548619483e+01	9.999935786022462025e+00
2.948179271708683657e+01	9.999935977955445310e+00
2.949179671868747477e+01	9.999936169314789680e+00
2.950180072028811651e+01	9.999936360102211097e+00
2.951180472188875825e+01	9.999936550319420192e+00
2.952180872348939644e+01	9.999936739968118715e+00
2.953181272509003819e+01	9.999936929050004863e+00
2.954181672669067638e+01	9.999937117566775058e+00
2.955182072829131812e+01	9.999937305520116837e+00
2.956182472989195631e+01	9.999937492911712411e+00
2.957182873149259805e+01	9.999937679743243990e+00
2.958183273309323980e+01	9.999937866016381349e+00
2.959183673469387799e+01	9.999938051732794264e+00
2.960184073629451973e+01	9.999938236894148957e+00
2.961184473789515792e+01	9.999938421502100994e+00
2.962184873949579966e+01	9.999938605558305937e+00
2.963185274109644141e+01	9.999938789064412248e+00
2.964185674269707960e+01	9.999938972022061279e+00
2.965186074429772134e+01	9.999939154432896160e+00
2.966186474589835953e+01	9.999939336298549364e+00
2.967186874749900127e+01	9.999939517620649809e+00
2.968187274909963946e+01	9.999939698400819310e+00
2.969187675070028121e+01	9.999939878640681457e+00
2.970188075230092295e+01	9.999940058341849181e+00
2.971188475390156114e+01	9.999940237505931862e+00
2.972188875550220288e+01	9.999940416134535326e+00
2.973189275710284107e+01	9.999940594229260071e+00
2.974189675870348282e+01	9.999940771791699490e+00
2.975190076030412456e+01	9.999940948823446973e+00
2.976190476190476275e+01	9.999941125326085256e+00
2.977190876350540449e+01	9.999941301301198848e+00
2.978191276510604268e+01	9.999941476750361602e+00
2.979191676670668443e+01	9.999941651675147369e+00
2.980192076830732262e+01	9.999941826077119345e+00
2.981192476990796436e+01	9.999941999957844274e+00
2.982192877150860610e+01	9.999942173318880023e+00
2.983193277310924429e+01	9.999942346161775575e+00
2.984193677470988604e+01	9.999942518488081689e+00
2.985194077631052423e+01	9.999942690299342019e+00
2.986194477791116597e+01	9.999942861597096666e+00
2.987194877951180416e+01	9.999943032382878627e+00
2.988195278111244590e+01	9.999943202658219121e+00
2.989195678271308765e+01	9.999943372424642263e+00
2.990196078431372584e+01	9.999943541683668613e+00
2.991196478591436758e+01	9.999943710436815181e+00
2.992196878751500577e+01	9.999943878685595422e+00
2.993197278911564752e+01	9.999944046431513911e+00
2.994197679071628926e+01	9.999944213676075222e+00
2.995198079231692745e+01	9.999944380420776824e+00
2.996198479391756919e+01	9.999944546667112633e+00
2.997198879551820738e+01	9.999944712416571235e+00
2.998199279711884913e+01	9.999944877670639443e+00
2.999199679871948732e+01	9.999945042430795183e+00
3.000200080032012906e+01	9.999945206698516387e+00
3.001200480192077080e+01	9.999945370475275652e+00
3.002200880352140899e+01	9.999945533762536698e+00
3.003201280512205074e+01	9.999945696561763242e+00
3.004201680672268893e+01	9.999945858874417226e+00
3.005202080832333067e+01	9.999946020701948157e+00
3.006202480992397241e+01	9.999946182045809095e+00
3.007202881152461060e+01	9.999946342907444219e+00
3.008203281312525235e+01	9.999946503288294153e+00
3.009203681472589054e+01	9.999946663189795970e+00
3.010204081632653228e+01	9.999946822613383191e+00
3.011204481792717047e+01	9.999946981560482229e+00
3.012204881952781221e+01	9.999947140032517723e+00
3.013205282112845396e+01	9.999947298030910758e+00
3.014205682272909215e+01	9.999947455557075315e+00
3.015206082432973389e+01	9.999947612612423598e+00
3.016206482593037208e+01	9.999947769198360703e+00
3.017206882753101382e+01	9.999947925316291730e+00
3.018207282913165557e+01	9.999948080967614672e+00
3.019207683073229376e+01	9.999948236153723968e+00
3.020208083233293550e+01	9.999948390876006954e+00
3.021208483393357369e+01	9.999948545135854516e+00
3.022208883553421543e+01	9.999948698934646885e+00
3.023209283713485362e+01	9.999948852273760735e+00
3.024209683873549537e+01	9.999949005154570969e+00
3.025210084033613711e+01	9.999949157578445380e+00
3.026210484193677530e+01	9.999949309546753540e+00
3.027210884353741704e+01	9.999949461060850808e+00
3.028211284513805523e+01	9.999949612122101428e+00
3.029211684673869698e+01	9.999949762731853653e+00
3.030212084833933517e+01	9.999949912891459292e+00
3.031212484993997691e+01	9.999950062602261269e+00
3.032212885154061865e+01	9.999950211865604288e+00
3.033213285314125685e+01	9.999950360682822392e+00
3.034213685474189859e+01	9.999950509055249626e+00
3.035214085634253678e+01	9.999950656984216479e+00
3.036214485794317852e+01	9.999950804471048116e+00
3.037214885954382027e+01	9.999950951517064368e+00
3.038215286114445846e+01	9.999951098123583293e+00
3.039215686274510020e+01	9.999951244291919394e+00
3.040216086434573839e+01	9.999951390023380071e+00
3.041216486594638013e+01	9.999951535319272722e+00
3.042216886754701832e+01	9.999951680180899416e+00
3.043217286914766007e+01	9.999951824609555118e+00
3.044217687074830181e+01	9.999951968606536568e+00
3.045218087234894000e+01	9.999952112173133401e+00
3.046218487394958174e+01	9.999952255310629923e+00
3.047218887555021993e+01	9.999952398020310440e+00
3.048219287715086168e+01	9.999952540303453929e+00
3.049219687875150342e+01	9.999952682161332262e+00
3.050220088035214161e+01	9.999952823595219087e+00
3.051220488195278335e+01	9.999952964606380945e+00
3.052220888355342154e+01	9.999953105196080827e+00
3.053221288515406329e+01	9.999953245365578169e+00
3.054221688675470148e+01	9.999953385116128857e+00
3.055222088835534322e+01	9.999953524448985220e+00
3.056222488995598496e+01	9.999953663365396039e+00
3.057222889155662315e+01	9.999953801866602987e+00
3.058223289315726490e+01	9.999953939953851290e+00
3.059223689475790309e+01	9.999954077628373739e+00
3.060224089635854483e+01	9.999954214891406679e+00
3.061224489795918657e+01	9.999954351744179348e+00
3.062224889955982476e+01	9.999954488187919210e+00
3.063225290116046651e+01	9.999954624223844846e+00
3.064225690276110470e+01	9.999954759853178388e+00
3.065226090436174644e+01	9.999954895077133088e+00
3.066226490596238463e+01	9.999955029896920422e+00
3.067226890756302637e+01	9.999955164313750089e+00
3.068227290916366812e+01	9.999955298328824682e+00
3.069227691076430631e+01	9.999955431943346795e+00
3.070228091236494805e+01	9.999955565158511916e+00
3.071228491396558624e+01	9.999955697975511981e+00
3.072228891556622798e+01	9.999955830395540701e+00
3.073229291716686618e+01	9.999955962419781130e+00
3.074229691876750792e+01	9.999956094049418098e+00
3.075230092036814966e+01	9.999956225285629330e+00
3.076230492196878785e+01	9.999956356129592550e+00
3.077230892356942960e+01	9.999956486582480153e+00
3.078231292517006779e+01	9.999956616645457430e+00
3.079231692677070953e+01	9.999956746319693224e+00
3.080232092837135127e+01	9.999956875606347495e+00
3.081232492997198946e+01	9.999957004506580205e+00
3.082232893157263121e+01	9.999957133021544209e+00
3.083233293317326940e+01	9.999957261152392363e+00
3.084233693477391114e+01	9.999957388900270416e+00
3.085234093637454933e+01	9.999957516266327673e+00
3.086234493797519107e+01	9.999957643251699224e+00
3.087234893957583282e+01	9.999957769857527268e+00
3.088235294117647101e+01	9.999957896084943343e+00
3.089235694277711275e+01	9.999958021935082542e+00
3.090236094437775094e+01	9.999958147409067521e+00
3.091236494597839268e+01	9.999958272508024493e+00
3.092236894757903443e+01	9.999958397233072560e+00
3.093237294917967262e+01	9.999958521585332605e+00
3.094237695078031436e+01	9.999958645565916626e+00
3.095238095238095255e+01	9.999958769175936624e+00
3.096238495398159429e+01	9.999958892416497491e+00
3.097238895558223248e+01	9.999959015288705899e+00
3.098239295718287423e+01	9.999959137793663189e+00
3.099239695878351597e+01	9.999959259932463596e+00
3.100240096038415416e+01	9.999959381706204908e+00
3.101240496198479590e+01	9.999959503115974258e+00
3.102240896358543409e+01	9.999959624162864102e+00
3.103241296518607584e+01	9.999959744847956244e+00
3.104241696678671758e+01	9.999959865172332485e+00
3.105242096838735577e+01	9.999959985137071072e+00
3.106242496998799751e+01	9.999960104743244926e+00
3.107242897158863570e+01	9.999960223991928743e+00
3.108243297318927745e+01	9.999960342884190112e+00
3.109243697478991564e+01	9.999960461421093072e+00
3.110244097639055738e+01	9.999960579603698108e+00
3.111244497799119912e+01	9.999960697433069257e+00
3.112244897959183731e+01	9.999960814910258122e+00
3.113245298119247906e+01	9.999960932036316308e+00
3.114245698279311725e+01	9.999961048812298969e+00
3.115246098439375899e+01	9.999961165239245275e+00
3.116246498599440073e+01	9.999961281318203277e+00
3.117246898759503893e+01	9.999961397050210365e+00
3.118247298919568067e+01	9.999961512436303934e+00
3.119247699079631886e+01	9.999961627477519599e+00
3.120248099239696060e+01	9.999961742174885870e+00
3.121248499399759879e+01	9.999961856529433035e+00
3.122248899559824054e+01	9.999961970542182499e+00
3.123249299719888228e+01	9.999962084214157443e+00
3.124249699879952047e+01	9.999962197546375720e+00
3.125250100040016221e+01	9.999962310539853405e+00
3.126250500200080040e+01	9.999962423195603023e+00
3.127250900360144215e+01	9.999962535514633544e+00
3.128251300520208034e+01	9.999962647497950385e+00
3.129251700680272208e+01	9.999962759146558966e+00
3.130252100840336382e+01	9.999962870461457598e+00
3.131252501000400201e+01	9.999962981443644594e+00
3.132252901160464376e+01	9.999963092094112938e+00
3.133253301320528195e+01	9.999963202413857388e+00
3.134253701480592369e+01	9.999963312403863824e+00
3.135254101640656543e+01	9.999963422065116347e+00
3.136254501800720362e+01	9.999963531398600836e+00
3.137254901960784537e+01	9.999963640405294285e+00
3.138255302120848356e+01	9.999963749086175469e+00
3.139255702280912530e+01	9.999963857442216053e+00
3.140256102440976349e+01	9.999963965474389482e+00
3.141256502601040523e+01	9.999964073183660318e+00
3.142256902761104698e+01	9.999964180570996675e+00
3.143257302921168517e+01	9.999964287637357785e+00
3.144257703081232691e+01	9.999964394383706434e+00
3.145258103241296510e+01	9.999964500810996526e+00
3.146258503401360684e+01	9.999964606920181964e+00
3.147258903561424859e+01	9.999964712712214876e+00
